image_name,abs_path,butterfly,cat,chicken,cow,dog,elephant,horse,sheep,spider,squirrel,split
358.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/chicken/358.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-5hI4KOsaeyvSjy7_LiTJCgHaFm.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-5hI4KOsaeyvSjy7_LiTJCgHaFm.jpeg,0,0,0,0,1,0,0,0,0,0,train
e835b50620f7093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.png,/home/ariya/workspace/datasets/animals10-dvc/images/elephant/e835b50620f7093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.png,0,0,0,0,0,1,0,0,0,0,train
OIP-eAV0eVZxFYtMxpJX_bpKbwHaFM.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/chicken/OIP-eAV0eVZxFYtMxpJX_bpKbwHaFM.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-GRwcL0Hteht2MPYHdoUn2gHaHa.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-GRwcL0Hteht2MPYHdoUn2gHaHa.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-sNGaO8HspwHfNfmVVrDZpQEsDh.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-sNGaO8HspwHfNfmVVrDZpQEsDh.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-ChAxqmthSVPq4alB0DX8uAHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-ChAxqmthSVPq4alB0DX8uAHaFj.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-feC1vDcTPFyC9kSemq1-HgHaFq.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-feC1vDcTPFyC9kSemq1-HgHaFq.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-d08qe9iBGKQwk8wPgAhB0QHaCj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-d08qe9iBGKQwk8wPgAhB0QHaCj.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-3jU0X9Idr0Zq5jM2RqTjHAHaJ4.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/squirrel/OIP-3jU0X9Idr0Zq5jM2RqTjHAHaJ4.jpeg,0,0,0,0,0,0,0,0,0,1,train
OIP-0M8AAbNON2zvyCEB2WEhLQHaE8.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-0M8AAbNON2zvyCEB2WEhLQHaE8.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-qtAq3et2EPPSkXpntkf8cQHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-qtAq3et2EPPSkXpntkf8cQHaFj.jpeg,0,0,0,0,0,0,0,0,1,0,train
eb32b80628f4073ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb3b9_640.jpg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/eb32b80628f4073ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb3b9_640.jpg,0,0,0,0,0,0,0,0,1,0,train
OIP-mG2X_Fqwb4aL6WEpsYqjyQHaFf.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-mG2X_Fqwb4aL6WEpsYqjyQHaFf.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-aGzEkEUyJxm_jzxeLSW3JAHaEK.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/sheep/OIP-aGzEkEUyJxm_jzxeLSW3JAHaEK.jpeg,0,0,0,0,0,0,0,1,0,0,train
OIP-eb5yD1O9xWpEfhjVDH30XAHaGt.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/sheep/OIP-eb5yD1O9xWpEfhjVDH30XAHaGt.jpeg,0,0,0,0,0,0,0,1,0,0,train
OIP-bTqhrbtis-5y6rWmxMvzSAHaE3.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/cow/OIP-bTqhrbtis-5y6rWmxMvzSAHaE3.jpeg,0,0,0,1,0,0,0,0,0,0,train
OIP-3PupxUUet0gyNnDlVZTQJwHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/elephant/OIP-3PupxUUet0gyNnDlVZTQJwHaFj.jpeg,0,0,0,0,0,1,0,0,0,0,train
OIP-CXr8ZEzfvwhvQYL_ttC3ZgHaC9.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/horse/OIP-CXr8ZEzfvwhvQYL_ttC3ZgHaC9.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-S15k9tfBYasHFkZLe0AR_AHaE7.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/horse/OIP-S15k9tfBYasHFkZLe0AR_AHaE7.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-6jr08xyLfo42wP1_gn7oDwHaE7.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/butterfly/OIP-6jr08xyLfo42wP1_gn7oDwHaE7.jpeg,1,0,0,0,0,0,0,0,0,0,train
OIP-IjYgVi8xkre936UptQ13aAHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/elephant/OIP-IjYgVi8xkre936UptQ13aAHaFj.jpeg,0,0,0,0,0,1,0,0,0,0,train
1124_renamed.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/chicken/1124_renamed.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP--h6vVDEsLvDub5kYptzR0wHaIF.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP--h6vVDEsLvDub5kYptzR0wHaIF.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-_CCJ0SNnDop7i56-cDPJjQHaIn.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-_CCJ0SNnDop7i56-cDPJjQHaIn.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-ejefvxLR5SxKTvhbInlULwHaGd.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-ejefvxLR5SxKTvhbInlULwHaGd.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-W2Z4ZYnWufyVdbf8k46ZBQHaFZ.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/elephant/OIP-W2Z4ZYnWufyVdbf8k46ZBQHaFZ.jpeg,0,0,0,0,0,1,0,0,0,0,train
OIP-uBrP5dQ-QdWtdphWQUDw0gHaHa.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/butterfly/OIP-uBrP5dQ-QdWtdphWQUDw0gHaHa.jpeg,1,0,0,0,0,0,0,0,0,0,train
5.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/cat/5.jpeg,0,1,0,0,0,0,0,0,0,0,train
OIP-kC3eoTh6KFMpAu2Il2APhwHaLH.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-kC3eoTh6KFMpAu2Il2APhwHaLH.jpeg,0,0,0,0,0,0,0,0,1,0,train
ea37b40821f3013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,/home/ariya/workspace/datasets/animals10-dvc/images/elephant/ea37b40821f3013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,0,0,0,0,1,0,0,0,0,train
OIP-aYy9nVll5BF2yOeQIq2y7AAAAA.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-aYy9nVll5BF2yOeQIq2y7AAAAA.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-8mPlxuDNgbVBJ4JwtrZY-gHaJq.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/horse/OIP-8mPlxuDNgbVBJ4JwtrZY-gHaJq.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-KqeKmYfnRwKd89nLg8_zRAHaHb.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/horse/OIP-KqeKmYfnRwKd89nLg8_zRAHaHb.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-AwBnIpE9afmB0XwAuPS7nwHaFM.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/cow/OIP-AwBnIpE9afmB0XwAuPS7nwHaFM.jpeg,0,0,0,1,0,0,0,0,0,0,train
902.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/cat/902.jpeg,0,1,0,0,0,0,0,0,0,0,train
OIP-P3A_n_R-upozrUVwN00t2wHaFg.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-P3A_n_R-upozrUVwN00t2wHaFg.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-BItIhf-TpXuutC3iEMZyuQHaE8.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-BItIhf-TpXuutC3iEMZyuQHaE8.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-MFBO5ZcswaNLJDpfBK1ahgHaFc.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-MFBO5ZcswaNLJDpfBK1ahgHaFc.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-GZmwqPl_g2mmsVYeIsqqmwHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-GZmwqPl_g2mmsVYeIsqqmwHaFj.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-nGuJV8ykrD7dE3L0WAY_WAHaJ4.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-nGuJV8ykrD7dE3L0WAY_WAHaJ4.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-8Z91ls2hEXLRcfKd3g2dWgHaFi.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/horse/OIP-8Z91ls2hEXLRcfKd3g2dWgHaFi.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-CQL7nxI1osP--TYz_CNWFAHaE1.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-CQL7nxI1osP--TYz_CNWFAHaE1.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-q8d-OhWVVvdeJClPQTDiFgHaHg.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/chicken/OIP-q8d-OhWVVvdeJClPQTDiFgHaHg.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-yr0ipS-MVSM_4SamCIG6hwHaE8.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/sheep/OIP-yr0ipS-MVSM_4SamCIG6hwHaE8.jpeg,0,0,0,0,0,0,0,1,0,0,train
637_renamed.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/chicken/637_renamed.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-HMOdDw97CZpyoA6880fnMwHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-HMOdDw97CZpyoA6880fnMwHaFj.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-1geY7DK6j_yRPEF5o2ktygHaFu.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-1geY7DK6j_yRPEF5o2ktygHaFu.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-sKCmYjxaSl1x2fn-MUlKjgHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-sKCmYjxaSl1x2fn-MUlKjgHaFj.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-h2JXvCEavROKWkFJB-TQDQHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/elephant/OIP-h2JXvCEavROKWkFJB-TQDQHaFj.jpeg,0,0,0,0,0,1,0,0,0,0,train
781_renamed.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/chicken/781_renamed.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-Fr7IjIqEPDwVNQE-dp0ZfgHaE8.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-Fr7IjIqEPDwVNQE-dp0ZfgHaE8.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-yXg-XsC0aeFgNMg-BuNA7wHaLH.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/sheep/OIP-yXg-XsC0aeFgNMg-BuNA7wHaLH.jpeg,0,0,0,0,0,0,0,1,0,0,train
OIP-LKJ1HbZXFgOCGHJxvp4lbgAAAA.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-LKJ1HbZXFgOCGHJxvp4lbgAAAA.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-HVZkw_ye0DYAR56B5IZQOQEyDM.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-HVZkw_ye0DYAR56B5IZQOQEyDM.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-UZkt8v_kRXeMxGMv1JB5LwHaHQ.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-UZkt8v_kRXeMxGMv1JB5LwHaHQ.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-BHpmK4Eehpk86rH3zjMWKAEsDY.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-BHpmK4Eehpk86rH3zjMWKAEsDY.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-mlNsp6wXIZEoM1Uh1rTzXQAAAA.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/squirrel/OIP-mlNsp6wXIZEoM1Uh1rTzXQAAAA.jpeg,0,0,0,0,0,0,0,0,0,1,train
OIP-p3BRjsGjRZREpC7RDVYZSQHaF1.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/horse/OIP-p3BRjsGjRZREpC7RDVYZSQHaF1.jpeg,0,0,0,0,0,0,1,0,0,0,train
OIP-9p5nlorKdSoXY9OBwaih4gHaF6.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-9p5nlorKdSoXY9OBwaih4gHaF6.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-geNg93gamKVw142NVMi6wQHaFO.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/elephant/OIP-geNg93gamKVw142NVMi6wQHaFO.jpeg,0,0,0,0,0,1,0,0,0,0,train
OIP-KgVoYGUNHiX6px07-L2QRAHaFd.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-KgVoYGUNHiX6px07-L2QRAHaFd.jpeg,0,0,0,0,1,0,0,0,0,0,train
ea36b40b21f2093ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg,/home/ariya/workspace/datasets/animals10-dvc/images/cat/ea36b40b21f2093ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg,0,1,0,0,0,0,0,0,0,0,train
OIP-TMHRl7LMVT_bxrf7z1itzQHaLB.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/spider/OIP-TMHRl7LMVT_bxrf7z1itzQHaLB.jpeg,0,0,0,0,0,0,0,0,1,0,train
OIP-F3LU-sr_Wy1uFvKFQzx-kAHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/butterfly/OIP-F3LU-sr_Wy1uFvKFQzx-kAHaFj.jpeg,1,0,0,0,0,0,0,0,0,0,train
OIP-xLyXqu4LNuaBobjTRt0cnAHaLJ.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/squirrel/OIP-xLyXqu4LNuaBobjTRt0cnAHaLJ.jpeg,0,0,0,0,0,0,0,0,0,1,train
OIP-VpuyjBiDpBZhkEs5IN4XRgHaKI.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-VpuyjBiDpBZhkEs5IN4XRgHaKI.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-ocSqOUwxEz_nYZa3nOCYJAHaEl.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-ocSqOUwxEz_nYZa3nOCYJAHaEl.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-cIbJXpiYS7CGwvN9P2vNuwHaGs.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/sheep/OIP-cIbJXpiYS7CGwvN9P2vNuwHaGs.jpeg,0,0,0,0,0,0,0,1,0,0,train
OIP-pEOpymqJykcI1ULn_mvaLQHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/chicken/OIP-pEOpymqJykcI1ULn_mvaLQHaFj.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-jWe6Ju98q0baCKyFnhVItAHaGE.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/cow/OIP-jWe6Ju98q0baCKyFnhVItAHaGE.jpeg,0,0,0,1,0,0,0,0,0,0,train
OIP-v22JMurKof9aITr9m57gywHaKD.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/butterfly/OIP-v22JMurKof9aITr9m57gywHaKD.jpeg,1,0,0,0,0,0,0,0,0,0,train
283.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/cat/283.jpeg,0,1,0,0,0,0,0,0,0,0,train
OIP-JIi6TCy3JHGS2kKEe9_3AAHaFM.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/chicken/OIP-JIi6TCy3JHGS2kKEe9_3AAHaFM.jpeg,0,0,1,0,0,0,0,0,0,0,train
OIP-3q9rp0xxHTqo3ZkeKXJOlgHaLK.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/dog/OIP-3q9rp0xxHTqo3ZkeKXJOlgHaLK.jpeg,0,0,0,0,1,0,0,0,0,0,train
OIP-lODNWYIXbVgVlv237UJE3wHaFj.jpeg,/home/ariya/workspace/datasets/animals10-dvc/images/butterfly/OIP-lODNWYIXbVgVlv237UJE3wHaFj.jpeg,1,0,0,0,0,0,0,0,0,0,train
